Longitude;Latitude;sst
107,5208282;-4,770833333;29,369999
107,5624949;-4,770833333;29,06
107,6041616;-4,770833333;29,554998
107,6458282;-4,770833333;29,595
105,8541616;-4,8125;29,22
105,8958282;-4,8125;29,574999
105,9374949;-4,8125;30,029999
105,9791616;-4,8125;30,295
106,0208282;-4,8125;30,385
106,0624949;-4,8125;30,429998
106,1041616;-4,8125;30,595
106,1458282;-4,8125;30,16
106,1874949;-4,8125;29,585
106,2291616;-4,8125;29,255
106,2708282;-4,8125;29,085
106,3124949;-4,8125;29,005
106,3541616;-4,8125;28,779999
106,3958282;-4,8125;29,904999
106,4374949;-4,8125;29,835
106,4791616;-4,8125;29,795
106,5208282;-4,8125;30,16
106,5624949;-4,8125;29,984999
106,6041616;-4,8125;29,154999
106,6458282;-4,8125;28,644999
106,6874949;-4,8125;28,099998
106,7291616;-4,8125;28,154999
106,7708282;-4,8125;29,144999
106,8124949;-4,8125;29,064999
106,8541616;-4,8125;28,81
106,8958282;-4,8125;28,57
106,9374949;-4,8125;28,98
106,9791616;-4,8125;29,76
107,0208282;-4,8125;29,715
107,0624949;-4,8125;29,46
107,1041616;-4,8125;29,115
107,1458282;-4,8125;29,125
107,1874949;-4,8125;29,289999
107,2291616;-4,8125;29,275
107,2708282;-4,8125;29,404999
107,3124949;-4,8125;29,085
107,3541616;-4,8125;29,025
107,3958282;-4,8125;28,9
107,4374949;-4,8125;29,539999
107,4791616;-4,8125;29,605
107,5208282;-4,8125;29,74
107,5624949;-4,8125;29,859999
107,6041616;-4,8125;29,84
107,6458282;-4,8125;29,785
105,8541616;-4,854166667;29,55
105,8958282;-4,854166667;29,545
105,9374949;-4,854166667;30,48
105,9791616;-4,854166667;30,675
106,0208282;-4,854166667;30,775
106,0624949;-4,854166667;30,76
106,1041616;-4,854166667;30,545
106,1458282;-4,854166667;30,314999
106,1874949;-4,854166667;30,449999
106,2291616;-4,854166667;30,92
106,2708282;-4,854166667;30,65
106,3124949;-4,854166667;30,039999
106,3541616;-4,854166667;28,779999
106,3958282;-4,854166667;28,789999
106,4791616;-4,854166667;29,574999
106,5208282;-4,854166667;30,16
106,5624949;-4,854166667;29,984999
106,6041616;-4,854166667;28,154999
106,6458282;-4,854166667;28,42
106,6874949;-4,854166667;28,505
106,7291616;-4,854166667;28,25
106,7708282;-4,854166667;29,189999
106,8124949;-4,854166667;28,925
106,8541616;-4,854166667;28,965
106,8958282;-4,854166667;28,965
106,9791616;-4,854166667;29,01
107,0208282;-4,854166667;29,06
107,0624949;-4,854166667;29,38
107,1041616;-4,854166667;29,34
107,1458282;-4,854166667;29,385
107,1874949;-4,854166667;29,64
107,2291616;-4,854166667;29,75
107,2708282;-4,854166667;29,755
107,3124949;-4,854166667;29,539999
107,3541616;-4,854166667;29,164999
107,3958282;-4,854166667;29,554998
107,4374949;-4,854166667;29,539999
107,4791616;-4,854166667;29,644999
107,5208282;-4,854166667;29,96
107,5624949;-4,854166667;30,119999
107,6041616;-4,854166667;29,98
107,6458282;-4,854166667;29,925
105,8541616;-4,895833333;29,335
105,8958282;-4,895833333;29,335
105,9374949;-4,895833333;30,38
105,9791616;-4,895833333;30,38
106,0208282;-4,895833333;30,91
106,0624949;-4,895833333;30,845
106,1041616;-4,895833333;30,41
106,1458282;-4,895833333;31,05
106,1874949;-4,895833333;31,255
106,2291616;-4,895833333;30,92
106,2708282;-4,895833333;30,679998
106,3124949;-4,895833333;30,57
106,3541616;-4,895833333;30,42
